,train_loss,val_loss,train_acc,val_acc
0,0.5059759918657051,0.5209021889246427,0.7512095494923858,0.7445272842639594
1,0.31741636193494505,0.340139980499561,0.8634597081218274,0.8497779187817259
2,0.29247595479494426,0.3402018088560838,0.8802546002538071,0.8615164974619289
3,0.24946747754279733,0.29899760622244614,0.8983383565989848,0.8734137055837563
4,0.21437000072925225,0.2728899327608255,0.9152918781725888,0.8830901015228426
5,0.20831304548431168,0.27487066044257236,0.9146771890862944,0.8807106598984772
6,0.18440343492527297,0.2599785809333508,0.9240164974619289,0.8907043147208121
7,0.17705221731348086,0.26111822861891526,0.9281210342639594,0.8949079949238579
8,0.14742046016916102,0.24651448543255144,0.9417631662436549,0.901491116751269
9,0.1392270352143019,0.24740526194755846,0.9432106598984772,0.9033946700507615
10,0.16422618186186413,0.280551824432153,0.9338515228426396,0.8920526649746193
